image,angle
images\20240618_221748464521.png,-0.024721692025418025
images\20240618_221749099011.png,-0.019401031061556932
images\20240618_221749742411.png,-0.032210405558099064
images\20240618_221750248211.png,-0.009213106414298861
images\20240618_221750779095.png,0.01972245222332716
images\20240618_221751444614.png,-0.006904937206345537
images\20240618_221752045616.png,-0.03633320906174918
images\20240618_221752665237.png,-0.0022953231057571645
images\20240618_221753190891.png,-0.02403170901586757
images\20240618_221753725075.png,-0.016375522623837516
images\20240618_221754316297.png,0.02922810014368145
images\20240618_221754987456.png,0.05423707484976551
images\20240618_221755612785.png,-0.009103427625204644
images\20240618_221756151272.png,-0.025054527396056195
images\20240618_221756691556.png,-0.013412411469347074
images\20240618_221757364368.png,0.0006846014256770925
images\20240618_221758037200.png,0.0003663462894313372
images\20240618_221758680880.png,-0.022187863704568073
images\20240618_221759302367.png,-0.02002775930182933
images\20240618_221759834786.png,-0.022237949414500982
images\20240618_221800337478.png,0.01418586760288247
images\20240618_221800979508.png,-0.004998369908464452
images\20240618_221801636523.png,-0.013190141594550765
images\20240618_221802233040.png,0.010111822158267617
images\20240618_221802764375.png,0.0053360583332205495
images\20240618_221803278504.png,-0.011145244240802675
images\20240618_221803922877.png,-0.015402283523334717
images\20240618_221804574938.png,-0.015245120767354967
images\20240618_221805193558.png,-0.026953434003646155
images\20240618_221805734833.png,-0.018464957077498956
images\20240618_221806256708.png,-0.019456340092968347
images\20240618_221806871513.png,-0.019507788975787962
images\20240618_221807493968.png,-0.012398410959598994
images\20240618_221808114581.png,-0.024478466403244914
images\20240618_221808645389.png,-0.01962698678196174
images\20240618_221809183054.png,-0.002036346302204034
images\20240618_221809762617.png,-0.014453843278005444
images\20240618_221810427382.png,0.009541701229790048
images\20240618_221811080349.png,-0.017675669171540814
images\20240618_221811669881.png,-0.016242415465206068
images\20240618_221812206675.png,-0.022751181806235133
images\20240618_221812714341.png,-0.021910247891512517
images\20240618_221813335841.png,0.0432587601072447
images\20240618_221814014485.png,0.009998104632185749
images\20240618_221814596102.png,0.0035961856615333056
images\20240618_221815247686.png,-0.002110512244923542
images\20240618_221815892597.png,-0.02631644787763349
images\20240618_221816573532.png,0.045609421380164446
images\20240618_221817184209.png,0.022723206489219376
images\20240618_221817846844.png,-0.03867150098472691
images\20240618_221818493626.png,-0.007307784755627299
images\20240618_221819141021.png,-0.001443762582352172
images\20240618_221819802843.png,0.012454852947030729
images\20240618_221820430997.png,0.02284765982869668
images\20240618_221820934991.png,0.019213346307553347
images\20240618_221821447075.png,-0.03179285452054916
images\20240618_221822005518.png,0.006195663546235942
images\20240618_221822641694.png,-0.001690310779797054
images\20240618_221823285473.png,0.04337329218294758
images\20240618_221823933410.png,-0.0021898512341474562
images\20240618_221824566216.png,0.013175082100690369
images\20240618_221825235653.png,0.009973820130027579
images\20240618_221825902131.png,0.027901035461679675
images\20240618_221826405155.png,-0.00036481102662747414
images\20240618_221826936441.png,-0.027382344563256167
images\20240618_221827563451.png,0.046305326545285075
images\20240618_221828189876.png,-0.013014374656651997
images\20240618_221828792891.png,-0.0007013518414779251
images\20240618_221829312351.png,-0.012144528866053142
images\20240618_221829817411.png,-0.014962117572583302
images\20240618_221830475117.png,0.0032166929191975425
images\20240618_221831122777.png,0.009894053130689511
images\20240618_221831717515.png,-0.02246699877158734
images\20240618_221832382977.png,0.002412616996610371
images\20240618_221833053340.png,-0.007529959746029269
images\20240618_221833715901.png,-0.02771210253576694
images\20240618_221834296416.png,-0.02341785811998882
images\20240618_221834970128.png,0.012188533040374669
images\20240618_221835642563.png,0.014773616098351934
images\20240618_221836227973.png,-0.010800139035391542
images\20240618_221836850966.png,0.020972079883092718
images\20240618_221837413762.png,0.025093870437002792
images\20240618_221837929785.png,0.03043696462242894
images\20240618_221838539461.png,0.010804530460613191
images\20240618_221839207588.png,0.017621425996060813
images\20240618_221839877277.png,0.024664826960716854
images\20240618_221840488974.png,-0.02294125893205649
images\20240618_221841122798.png,0.008451007627204793
images\20240618_221841744616.png,0.013507018690899016
images\20240618_221842414182.png,-0.018397503098868714
images\20240618_221843047694.png,0.03338899968848041
images\20240618_221843631549.png,0.002773727803215997
images\20240618_221844167006.png,-0.01703486762785997
images\20240618_221844685586.png,0.047915039989032814
images\20240618_221845285931.png,0.01574835563044935
images\20240618_221845958239.png,0.01324616189896592
images\20240618_221846520061.png,0.013499860066530428
images\20240618_221847030899.png,0.018356951599563145
images\20240618_221847585891.png,0.04297166404633918
images\20240618_221848129522.png,0.0316537309359322
images\20240618_221848769363.png,0.032453195286878754
images\20240618_221849449066.png,0.05001439886391602
images\20240618_221850029517.png,0.04850824688732952
images\20240618_221850694048.png,0.02579231565649166
images\20240618_221851368971.png,0.026874884271851283
images\20240618_221851954968.png,0.0379886600091877
images\20240618_221852621388.png,0.03691167910007177
images\20240618_221853248033.png,0.0868259168638949
images\20240618_221853867885.png,0.06138558327220226
images\20240618_221854528154.png,0.07134096076095327
images\20240618_221855123688.png,0.047278512226872446
images\20240618_221855801930.png,0.04737944913483124
images\20240618_221856399449.png,0.0775537673516475
images\20240618_221856926429.png,0.045909471897883934
images\20240618_221857427058.png,0.05745244136589888
images\20240618_221858048832.png,0.07495299251413154
images\20240618_221858701615.png,0.02448455104123572
images\20240618_221859305817.png,0.05994140282477931
images\20240618_221859903725.png,0.04549891335853885
images\20240618_221900407780.png,0.08590404132174212
images\20240618_221900962799.png,0.07249534092877652
images\20240618_221901567463.png,0.03486703655507941
images\20240618_221902094888.png,0.04802780498007797
images\20240618_221902613016.png,0.04203158016376091
images\20240618_221903251384.png,0.06854539832359398
images\20240618_221903868237.png,0.03627355104469097
images\20240618_221904370923.png,0.034059757512119614
images\20240618_221904881777.png,0.038599526852178746
images\20240618_221905513875.png,0.04084773472032292
images\20240618_221906172236.png,0.056545332873643814
images\20240618_221906744850.png,0.03914340497149321
images\20240618_221907412553.png,0.03437675658427028
images\20240618_221908090402.png,0.0383524438826905
images\20240618_221908749171.png,0.0164313293942688
images\20240618_221909387272.png,0.044217191375115025
images\20240618_221909966580.png,0.06926852415323581
images\20240618_221910525210.png,0.02453160967443399
images\20240618_221911076634.png,0.042930734148813786
images\20240618_221911637553.png,0.02517538392184735
images\20240618_221912276834.png,0.030907401474640238
images\20240618_221912890781.png,0.001405201248569311
images\20240618_221913540561.png,0.019856118183924354
images\20240618_221914147270.png,0.055358481650450694
images\20240618_221914780282.png,0.03239883925090662
images\20240618_221915412162.png,0.030640038608223945
images\20240618_221915989748.png,0.04966207247709697
images\20240618_221916493709.png,0.03556734519213364
images\20240618_221916994237.png,0.058494179409087486
images\20240618_221917643790.png,0.06071023652191704
images\20240618_221918173387.png,0.060326790663523915
images\20240618_221918701497.png,0.04572685121890124
images\20240618_221919311582.png,0.0590641635346676
images\20240618_221919967078.png,0.06282499128084681
images\20240618_221920619897.png,0.05534170161838293
images\20240618_221921165871.png,0.03225255239228049
images\20240618_221921692568.png,0.04956630280535424
images\20240618_221922312162.png,0.0576649904250754
images\20240618_221922828438.png,0.04976335252642484
images\20240618_221923350291.png,0.06199988736048763
images\20240618_221923968330.png,0.03743753054646005
images\20240618_221924479549.png,0.03179452258894903
images\20240618_221925037767.png,0.06284872707506814
images\20240618_221925622131.png,0.05252238822519759
images\20240618_221926178952.png,0.034143772111278635
images\20240618_221926696906.png,0.0628142039619936
images\20240618_221927205140.png,0.05904432624391003
images\20240618_221927826747.png,0.07048186899474093
images\20240618_221928471831.png,0.060458821229594235
images\20240618_221929147074.png,0.01873837314330599
images\20240618_221929746126.png,0.04608523851561076
images\20240618_221930291674.png,0.02417683568903439
images\20240618_221930792780.png,0.025856305062193267
images\20240618_221931375586.png,0.07177339840269432
images\20240618_221931934481.png,0.049386436873664064
images\20240618_221932460782.png,0.08591726144926323
images\20240618_221933070813.png,0.06766760983826452
images\20240618_221933725551.png,0.037483213334115376
images\20240618_221934307563.png,0.006075577010043203
images\20240618_221934990323.png,0.07023062281557317
images\20240618_221935629067.png,0.0584931937965909
images\20240618_221936201082.png,0.1756239797543898
images\20240618_221936847185.png,0.04802986771410422
images\20240618_221937494461.png,0.046384077484822345
images\20240618_221938131057.png,0.023684873238890014
images\20240618_221938738842.png,0.05104104865644675
images\20240618_221939412955.png,0.05456233868847735
images\20240618_221940037042.png,0.018352566167875197
images\20240618_221940667041.png,0.05814576428389025
images\20240618_221941313574.png,0.08117351476627595
images\20240618_221941904234.png,0.031117697411017338
images\20240618_221942413657.png,0.07437811672760523
images\20240618_221942954253.png,0.042898660443566175
images\20240618_221943565473.png,0.045849452906765564
images\20240618_221944183260.png,0.035092696356810664
images\20240618_221944808596.png,0.03868330913090087
images\20240618_221945312752.png,0.0786254562760431
images\20240618_221945841639.png,0.059772821925682146
images\20240618_221946499811.png,0.06721761416277432
images\20240618_221947132643.png,0.0691410760536287
images\20240618_221947774052.png,0.08922321424581507
images\20240618_221948427113.png,0.052838929149666335
images\20240618_221949087808.png,0.08223903228177613
images\20240618_221949716996.png,0.05989371602252261
images\20240618_221950294332.png,0.06808547278815347
images\20240618_221950944170.png,0.022240877856320177
images\20240618_221951611390.png,0.016750269280181238
images\20240618_221952259974.png,0.01094086497835509
images\20240618_221952945609.png,-0.0023864959478547684
images\20240618_221953537171.png,0.02648301020124463
images\20240618_221954040947.png,0.029085431653282375
images\20240618_221954586167.png,-0.001411748447697411
images\20240618_221955161750.png,0.0021285252655256245
images\20240618_221955826234.png,0.010677104269597481
images\20240618_221956494655.png,-0.01464427632190364
images\20240618_221957106959.png,0.013866695797732668
images\20240618_221957651319.png,0.0198664739900518
images\20240618_221958168948.png,-0.014015531826220246
images\20240618_221958768124.png,-0.0014412387962051518
images\20240618_221959372210.png,-0.01425562592108155
images\20240618_222000033544.png,-0.021775964343738623
images\20240618_222000719100.png,-0.014723083292197157
images\20240618_222001286603.png,0.027414900995235122
images\20240618_222001805024.png,-0.02309418333279238
images\20240618_222002310788.png,-0.026427856729259586
images\20240618_222002958134.png,-0.015771061611778894
images\20240618_222003605441.png,-0.011976116736216293
images\20240618_222004207870.png,-0.02183796113418292
images\20240618_222004855585.png,-0.02588161184234581
images\20240618_222005511576.png,-0.032034751954315245
images\20240618_222006089000.png,0.002627088784981901
images\20240618_222006633076.png,0.005688891882530232
images\20240618_222007155297.png,0.0004083083990407398
images\20240618_222007735460.png,-0.019727731494504602
images\20240618_222008392354.png,-0.01945414304870112
images\20240618_222008991310.png,0.00814004627253873
images\20240618_222009649336.png,-0.020668865193941267
images\20240618_222010299232.png,-0.03798635341820738
images\20240618_222010889750.png,0.0081318886345249
images\20240618_222011549129.png,-0.019810071423453052
images\20240618_222012201573.png,-0.030320402237685645
images\20240618_222012805600.png,0.00028655756757808013
images\20240618_222013451428.png,0.008275613608030329
images\20240618_222014110688.png,-0.042813011279391334
images\20240618_222014767520.png,-0.02398816444071341
images\20240618_222015357607.png,-0.025264565199790288
images\20240618_222015912335.png,-0.043601238958691106
images\20240618_222016431492.png,-0.0055280106758057055
images\20240618_222017023700.png,-0.05177555531691261
images\20240618_222017673190.png,-0.03748542095326402
images\20240618_222018347012.png,-0.005685806381300436
images\20240618_222018959447.png,-0.028241526133443145
images\20240618_222019479326.png,-0.024716700734481064
images\20240618_222019989910.png,-0.02207386230692245
images\20240618_222020617932.png,-0.01636015946026755
images\20240618_222021271790.png,0.0066589628926560646
images\20240618_222021862702.png,-0.022575184390774168
images\20240618_222022521110.png,0.006450492771896054
images\20240618_222023199559.png,0.0042764270260492575
images\20240618_222023775523.png,-0.019509176415245747
images\20240618_222024413503.png,-0.021593910452251376
images\20240618_222024930369.png,0.024306375741488622
images\20240618_222025481382.png,0.033708830833316765
images\20240618_222026011507.png,0.005582052629445973
images\20240618_222026652971.png,-0.01102657738585375
images\20240618_222027321186.png,0.0009215666760274956
images\20240618_222028000222.png,-0.01195854457251415
images\20240618_222028659892.png,0.004083991453433257
images\20240618_222029263809.png,-0.0013024176174869693
images\20240618_222029764224.png,0.0018929022342487947
images\20240618_222030268064.png,0.004051743137268833
images\20240618_222030897620.png,0.0038388677523245166
images\20240618_222031579410.png,-0.01051508659063354
images\20240618_222032157147.png,-0.013317325233696924
images\20240618_222032804625.png,-0.023936447005197536
images\20240618_222033314499.png,0.007691575212548221
images\20240618_222033838775.png,0.0015651045310256851
images\20240618_222034455878.png,0.0068745006977111835
images\20240618_222035046766.png,0.006463165300540908
images\20240618_222035552365.png,-0.005129561469731441
images\20240618_222036080771.png,0.005337655001776474
images\20240618_222036713618.png,0.008232352149053355
images\20240618_222037407071.png,0.009354879417919047
images\20240618_222037963741.png,0.016713819892695145
images\20240618_222038635132.png,0.005372647113437991
images\20240618_222039247700.png,-0.01029747433484153
images\20240618_222039751036.png,-0.01346486247440601
images\20240618_222040311371.png,-0.015744525885644893
images\20240618_222040892006.png,-0.010083239360820536
images\20240618_222041502550.png,0.012319157400846048
images\20240618_222042019254.png,-0.007773001622529389
images\20240618_222042548933.png,-0.013014420909337713
images\20240618_222043153965.png,0.00986067075037979
images\20240618_222043754724.png,-0.009886258004568944
images\20240618_222044388554.png,-0.010306311822828651
images\20240618_222045039181.png,-0.006588606423988477
images\20240618_222045661795.png,-0.001941831136402769
images\20240618_222046171590.png,-0.006183586384806474
images\20240618_222046697877.png,-0.014706749423935489
images\20240618_222047213413.png,-0.02245890533049068
images\20240618_222047741779.png,-0.011132341434353668
images\20240618_222048334049.png,-0.03272573222599335
images\20240618_222048958086.png,0.01660986767686824
images\20240618_222049459092.png,0.002815128480323513
images\20240618_222049998015.png,0.012175127674497901
images\20240618_222050590489.png,0.010452029420472384
images\20240618_222051095395.png,-0.017324831699060836
images\20240618_222051618472.png,-0.011659356359644303
images\20240618_222052252094.png,-0.01449371116907058
images\20240618_222052753226.png,0.05403560592162079
images\20240618_222053268822.png,-0.01606869095470616
images\20240618_222053881754.png,0.016174063572973026
images\20240618_222054479719.png,-0.02193849717593693
images\20240618_222054984856.png,0.014832432394579986
images\20240618_222055505464.png,0.008260940994188922
images\20240618_222056139909.png,-0.011974657502048191
images\20240618_222056662289.png,0.010663408115838996
images\20240618_222057185934.png,-0.013307744107255645
images\20240618_222057782063.png,0.006627327104788901
images\20240618_222058360541.png,0.007134946634367004
images\20240618_222058885113.png,-0.018803105282910505
images\20240618_222059391607.png,0.03512949710434642
images\20240618_222059909251.png,-0.01752255333299109
images\20240618_222100437370.png,0.018744232424064172
images\20240618_222100973288.png,0.017736164670098583
images\20240618_222101560378.png,-0.0163930872021968
images\20240618_222102214938.png,-0.019021032858044386
images\20240618_222102845097.png,-0.02678834591303456
images\20240618_222103371247.png,-0.01854236479604124
images\20240618_222103895858.png,0.0019125562069186633
images\20240618_222104509999.png,0.015465943314214307
images\20240618_222105093270.png,0.00723300374302842
images\20240618_222105733340.png,0.01379426617426945
images\20240618_222106413026.png,0.013630378435436321
images\20240618_222106984876.png,-0.014010270749156867
images\20240618_222107632145.png,0.00013278673587110138
images\20240618_222108310368.png,0.015248250839216763
images\20240618_222108903126.png,-0.04159457668162365
images\20240618_222109560371.png,-0.029402787682931805
images\20240618_222110212624.png,-0.01755660338537398
images\20240618_222110819859.png,-0.037406627625737654
images\20240618_222111464398.png,-0.03271139763441437
images\20240618_222112105467.png,-0.014395247302087029
images\20240618_222112626807.png,0.0022642452379169607
images\20240618_222113152046.png,-0.030720096128377856
images\20240618_222113791544.png,-0.0054593013827692535
images\20240618_222114408124.png,-0.017454706359664948
images\20240618_222115064324.png,-0.019809229802245372
images\20240618_222115730988.png,-0.005876090630123601
images\20240618_222116376200.png,-0.008508089729100589
images\20240618_222117003661.png,-0.008020394985366427
images\20240618_222117646645.png,0.015456101677466886
images\20240618_222118278626.png,0.010416289950871141
images\20240618_222118931078.png,-0.008613756595927106
images\20240618_222119451525.png,0.01110433573765408
images\20240618_222119966450.png,-0.011198779308651699
images\20240618_222120593682.png,0.019222394571135087
images\20240618_222121218247.png,-0.009101407724529562
images\20240618_222121811160.png,0.02679282922869969
images\20240618_222122483258.png,0.04385874255179228
images\20240618_222123109007.png,0.011217681750064854
images\20240618_222123672421.png,0.0025038566362430015
images\20240618_222124323623.png,0.03348735875208395
images\20240618_222124983888.png,0.00615625176975584
images\20240618_222125674378.png,-0.01471067106021964
images\20240618_222126258273.png,-0.007459701825967329
images\20240618_222126905184.png,0.01486632871980675
images\20240618_222127447751.png,0.034052341281550394
images\20240618_222127949354.png,-0.006942352280384344
images\20240618_222128626173.png,-0.009523853702520143
images\20240618_222129205227.png,-0.02808403415014515
images\20240618_222129842827.png,0.0049230358219581475
images\20240618_222130443422.png,-0.010229001500291381
images\20240618_222130954610.png,-0.011891976268792024
images\20240618_222131482466.png,-0.024919082177023738
images\20240618_222132115675.png,-0.02748064454149833
images\20240618_222132750570.png,-0.010940451219303374
images\20240618_222133342635.png,0.00997749601741815
images\20240618_222134000410.png,-0.015025398907015743
images\20240618_222134528379.png,0.007705126478664374
images\20240618_222135044709.png,-0.02378916829799879
images\20240618_222135660528.png,-0.028629174197064178
images\20240618_222136248180.png,-0.029570905903237597
images\20240618_222136756655.png,-0.012418405222574496
images\20240618_222137302559.png,-0.03352949088588763
images\20240618_222137905574.png,-0.0024998182687085593
images\20240618_222138534798.png,-0.009732490261069046
images\20240618_222139149293.png,-0.009267824244233454
images\20240618_222139758523.png,0.010628664680155426
images\20240618_222140271548.png,-0.018523471433458914
images\20240618_222140780555.png,-0.002876864253002447
images\20240618_222141396548.png,0.0010182678111769618
images\20240618_222142023259.png,0.03485965278312804
images\20240618_222142545325.png,0.041079632906188684
images\20240618_222143063676.png,0.0011156863657298321
images\20240618_222143650208.png,0.05919003797237182
images\20240618_222144279112.png,0.026303053734529108
images\20240618_222144942579.png,0.03619751644833547
images\20240618_222145601321.png,0.04770637933770014
images\20240618_222146223802.png,0.03848602732797065
images\20240618_222146879539.png,0.04083905696948311
images\20240618_222147484463.png,0.03829517701568106
images\20240618_222148113676.png,0.03456672441486517
images\20240618_222148658176.png,0.016202285977485072
images\20240618_222149163278.png,0.0394996460090867
images\20240618_222149789414.png,0.03239205273623408
images\20240618_222150396833.png,0.0273745286734945
images\20240618_222150980086.png,0.03011612335128103
images\20240618_222151631500.png,0.04031649923035536
images\20240618_222152185727.png,0.038518119638046196
images\20240618_222152691340.png,0.025048422329264877
images\20240618_222153309497.png,0.037433485651831425
images\20240618_222153981395.png,0.04323437749919969
images\20240618_222154562331.png,0.022342428974603534
images\20240618_222155068925.png,0.030587374176024466
images\20240618_222155587745.png,0.03122842868367692
images\20240618_222156197520.png,0.037416391384147644
images\20240618_222156842728.png,0.02727306846332371
images\20240618_222157499183.png,0.0292740656045019
images\20240618_222158061158.png,0.03827911410316778
images\20240618_222158576993.png,0.03909571437579279
images\20240618_222159109965.png,0.03061773657619363
images\20240618_222159682688.png,0.026945465633749176
images\20240618_222200344527.png,0.041775008323767494
images\20240618_222200921266.png,0.03588681386036632
images\20240618_222201564249.png,0.021786353274744017
images\20240618_222202215455.png,0.053337384226297524
images\20240618_222202833835.png,0.02487987283453005
images\20240618_222203466515.png,0.027203105267300666
images\20240618_222204028941.png,0.031348077161285404
images\20240618_222204573569.png,0.04507176870212123
images\20240618_222205079972.png,0.033379232829399606
images\20240618_222205679008.png,0.03916726054018558
images\20240618_222206307507.png,0.029975836179417764
images\20240618_222206889029.png,0.07247237082519038
images\20240618_222207425586.png,0.03254457829333336
images\20240618_222207947444.png,0.022056241867928518
images\20240618_222208553984.png,0.03916911403837401
images\20240618_222209197617.png,0.050992832025391864
images\20240618_222209806587.png,0.01739888500499381
images\20240618_222210460136.png,0.053322477810593405
images\20240618_222211058777.png,0.02567779186079037
images\20240618_222211560210.png,0.03501456076933884
images\20240618_222212067393.png,0.04701875935865885
images\20240618_222212605221.png,0.0449001124567534
images\20240618_222213117567.png,0.036838950120073585
images\20240618_222213732627.png,0.0390860534860275
images\20240618_222214345289.png,0.045952743617743444
images\20240618_222214963600.png,0.014610577120766804
images\20240618_222215625790.png,0.04963134803165949
images\20240618_222216258615.png,0.029856127323189124
images\20240618_222216935719.png,0.029492135807759633
images\20240618_222217490990.png,0.0053265358029129075
images\20240618_222218009513.png,0.026646847347754226
images\20240618_222218526662.png,0.012896110159181151
images\20240618_222219167377.png,0.05619140935836809
images\20240618_222219814513.png,0.06680284878618663
images\20240618_222220342660.png,-0.014377354845975025
images\20240618_222220848710.png,0.022670648246842465
images\20240618_222221467862.png,0.08137456900140232
images\20240618_222221990244.png,0.03118700726673179
images\20240618_222222524525.png,0.0034805877538892313
images\20240618_222223089789.png,0.017407287051024827
images\20240618_222223721537.png,0.0664215892472512
images\20240618_222224290495.png,0.07071907653361659
images\20240618_222224807104.png,0.004134985486608857
images\20240618_222225311974.png,0.014239947913509979
images\20240618_222225921666.png,0.07896629314470069
images\20240618_222226554842.png,0.06993734826164529
images\20240618_222227168742.png,0.048214491615499365
images\20240618_222227827916.png,0.040901455934556206
images\20240618_222228481704.png,0.06087129340299428
images\20240618_222229110320.png,0.06830850990334855
images\20240618_222229731708.png,0.07344675361369504
images\20240618_222230237956.png,0.038626885436073774
images\20240618_222230761554.png,0.0802154129729575
images\20240618_222231382167.png,0.08786839580125493
images\20240618_222231991976.png,0.05797343870249692
images\20240618_222232579679.png,0.05598049731593647
images\20240618_222233247110.png,0.06316279575865412
images\20240618_222233840481.png,0.06351166830967486
images\20240618_222234473831.png,0.0950236210043606
images\20240618_222235001269.png,0.06851173100325796
images\20240618_222235526137.png,0.05462067631834642
images\20240618_222236103758.png,0.03722561306255053
images\20240618_222236755718.png,0.07984621037643966
images\20240618_222237383524.png,0.07204309666128705
images\20240618_222237903023.png,0.0720718603291142
images\20240618_222238411009.png,0.031400361488838714
images\20240618_222239026422.png,0.04066384564082608
images\20240618_222239687443.png,0.06776064813619266
images\20240618_222240201292.png,0.041510078539661835
images\20240618_222240730605.png,0.048307974401164584
images\20240618_222241343653.png,0.028723076964533495
images\20240618_222241909574.png,0.05890355438268236
images\20240618_222242517912.png,0.06241880921774724
images\20240618_222243163407.png,0.06700902494933322
images\20240618_222243785029.png,0.07269526951479335
images\20240618_222244426924.png,0.06995718566845198
images\20240618_222244952952.png,0.059990399567458545
images\20240618_222245464885.png,0.08125710688276436
images\20240618_222246093499.png,0.09309589287315657
images\20240618_222246731471.png,0.09862511308117808
images\20240618_222247361107.png,0.10538542892443939
images\20240618_222248041101.png,0.14563011594044636
images\20240618_222248638663.png,-0.016391974039332513
images\20240618_222249180006.png,0.18394122554556777
images\20240618_222249729898.png,0.16029194472496314
images\20240618_222250340988.png,0.17546512866496972
images\20240618_222251001761.png,-0.013512690648164814
images\20240618_222251638820.png,-0.015111843661615805
images\20240618_222252176874.png,0.14755355081064883
images\20240618_222252693586.png,-0.021964788737838616
images\20240618_222253297008.png,-0.008364929183936559
images\20240618_222253912197.png,0.17838075119672023
images\20240618_222254499375.png,0.14631875646339654
images\20240618_222255005191.png,0.07171212779723052
images\20240618_222255525873.png,0.06926053623295138
images\20240618_222256092624.png,0.07631428642330082
images\20240618_222256750755.png,0.039545693959312095
images\20240618_222257312794.png,0.11146181086422245
images\20240618_222257831985.png,0.06833976572106286
images\20240618_222258342236.png,0.038878480778475055
images\20240618_222259001874.png,0.05471486861008982
images\20240618_222259664259.png,0.0745939420191716
images\20240618_222300240433.png,0.03890089779164708
images\20240618_222300751177.png,0.11493790239798778
images\20240618_222301267947.png,0.08737611373752567
images\20240618_222301896920.png,0.08784352660156637
images\20240618_222302456663.png,0.04784759091289345
images\20240618_222302979233.png,0.08435408199778394
images\20240618_222303536463.png,0.03734948903077546
images\20240618_222304184978.png,0.03959016827324497
images\20240618_222304762916.png,0.025018149062323178
images\20240618_222305271684.png,0.061038639632519355
images\20240618_222305779464.png,0.013366020519672128
images\20240618_222306384238.png,0.0060857582043250405
images\20240618_222306890868.png,0.004078809101381351
images\20240618_222307413904.png,0.03475344447858416
images\20240618_222307991933.png,0.07750960743397227
images\20240618_222308566545.png,0.012942287736447683
images\20240618_222309207499.png,0.013685742385046343
images\20240618_222309760030.png,0.019402979730033274
images\20240618_222310291607.png,-0.015920834913004635
images\20240618_222310899150.png,0.030234778214771964
images\20240618_222311413770.png,0.029310320112672594
images\20240618_222311917844.png,0.07730018132901365
images\20240618_222312490988.png,0.022690014263011857
images\20240618_222313134222.png,0.025875177170879306
images\20240618_222313656147.png,-0.005200679159125551
images\20240618_222314164736.png,0.020349422136472912
images\20240618_222314772438.png,0.0123523606315251
images\20240618_222315406328.png,0.011323372684059457
images\20240618_222316029665.png,0.009400965346313279
images\20240618_222316668035.png,0.035328880318968164
images\20240618_222317176956.png,0.010162267970624386
images\20240618_222317710681.png,0.07092889552835381
images\20240618_222318329580.png,0.04645367080799477
images\20240618_222318850245.png,0.02595430969292786
images\20240618_222319355768.png,-0.0009567134557877944
images\20240618_222319965461.png,-0.029320435266953205
images\20240618_222320609683.png,0.016747836563736948
images\20240618_222321152572.png,-0.013202876827503266
